,time,open,high,low,close,volume
57,2021-05-03 18:30:00,131.578613401,131.618377261,131.578613401,131.608436296,2373
58,2021-05-03 18:45:00,131.608436296,131.608436296,131.548790506,131.548790506,10401
59,2021-05-03 19:00:00,131.588554366,131.598495331,131.548790506,131.588554366,7936
60,2021-05-03 19:15:00,131.538849541,131.568573026,131.518967611,131.518967611,3612
61,2021-05-03 19:30:00,131.558731471,131.558731471,131.47920375,131.47920375,6605
62,2021-05-03 19:45:00,131.47930316,131.558731471,131.469262785,131.47920375,8724
63,2021-05-03 20:00:00,131.47920375,131.568672436,131.469262785,131.548790506,39447
64,2021-05-04 04:15:00,131.101447078,131.200856729,130.982155498,131.121329009,18153
65,2021-05-04 04:30:00,131.200856729,131.300266379,131.180974799,131.300266379,3286
66,2021-05-04 04:45:00,131.290325414,131.290325414,130.823100057,131.011978393,9675
67,2021-05-04 05:00:00,131.002037428,131.101447078,130.982155498,131.051742253,2149
68,2021-05-04 05:15:00,131.051742253,131.161092869,131.041801288,131.071624183,8166
69,2021-05-04 05:30:00,131.051742253,131.051742253,130.932450673,130.932450673,4181
70,2021-05-04 05:45:00,131.051742253,131.220738659,131.051742253,131.200856729,3740
71,2021-05-04 06:00:00,131.151151904,131.260502519,131.151151904,131.190915764,5500
72,2021-05-04 06:15:00,131.210797694,131.210797694,131.151151904,131.161092869,4938
73,2021-05-04 06:30:00,131.180974799,131.230679624,130.942391638,131.002037428,9278
74,2021-05-04 06:45:00,131.031860323,131.051742253,130.942391638,131.021919358,7853
75,2021-05-04 07:00:00,131.011978393,131.101447078,130.852922952,131.101447078,11182
76,2021-05-04 07:15:00,131.141210939,131.300266379,131.051742253,131.161092869,37997
77,2021-05-04 07:30:00,131.161092869,131.260502519,131.081565148,131.161092869,29716
78,2021-05-04 07:45:00,131.151151904,131.151151904,130.226642154,130.425461455,157617
79,2021-05-04 08:00:00,130.425461455,130.723690407,130.226642154,130.296228909,100212
80,2021-05-04 08:15:00,131.161092869,131.300266379,130.097409608,130.256465049,334568
81,2021-05-04 08:30:00,130.251494567,130.723690407,130.097409608,130.226642154,184706
82,2021-05-04 08:45:00,130.216701189,130.534812071,130.147114434,130.3558747,1920428
83,2021-05-04 09:00:00,130.345933735,130.465225315,130.236583119,130.37575663,106992
84,2021-05-04 09:15:00,130.394644463,130.41552049,130.147114434,130.226642154,119907
85,2021-05-04 09:30:00,130.216701189,130.693867511,130.127232504,130.425461455,272027
86,2021-05-04 09:45:00,130.41552049,130.713650032,128.397504585,128.491943753,11654540
87,2021-05-04 10:00:00,128.5068552,128.745537771,127.633044373,127.771223787,7911134
88,2021-05-04 10:15:00,127.772516112,128.059511773,127.085297198,127.338791807,8657011
89,2021-05-04 10:30:00,127.34376229,127.731459927,127.174765884,127.542581591,5968228
90,2021-05-04 10:45:00,127.547552073,127.681755101,127.303998429,127.432236879,4712944
91,2021-05-04 11:00:00,127.428260492,127.532640626,127.144942989,127.438201458,4267164
92,2021-05-04 11:15:00,127.438201458,127.512758695,126.946123688,127.020680925,4578382
93,2021-05-04 11:30:00,127.015710443,127.035592373,126.588248946,126.797009212,5114579
94,2021-05-04 11:45:00,126.797009212,126.921271275,126.220433239,126.33962541,5511468
95,2021-05-04 12:00:00,126.334754337,126.449075435,125.981850078,126.180768788,4900273
96,2021-05-04 12:15:00,126.180669379,126.727422456,126.130964553,126.608031466,4680961
97,2021-05-04 12:30:00,126.603160393,126.697599561,126.280079029,126.682688114,3718445
98,2021-05-04 12:45:00,126.682688114,126.687658596,126.250256134,126.265167582,2662175
99,2021-05-04 13:00:00,126.265167582,126.319842889,126.091200693,126.121023588,3089810
100,2021-05-04 13:15:00,126.121023588,126.538544121,125.952027183,126.508721225,3768057
101,2021-05-04 13:30:00,126.508820635,126.548385676,126.260197099,126.304533803,3455261
102,2021-05-04 13:45:00,126.299960959,126.429094095,126.121122998,126.200551309,2985439
103,2021-05-04 14:00:00,126.200551309,126.270038655,126.011672973,126.240315169,2918251
104,2021-05-04 14:15:00,126.230374204,126.747304387,126.121023588,126.742333904,2687284
105,2021-05-04 14:30:00,126.730404746,126.737264012,126.309901924,126.439730928,2885834
106,2021-05-04 14:45:00,126.43913447,126.637953771,126.37948868,126.558426051,2139139
107,2021-05-04 15:00:00,126.565484136,126.836773072,126.553455568,126.66966545,2692210
108,2021-05-04 15:15:00,126.677717631,126.906359827,126.471044968,126.568466425,3363114
109,2021-05-04 15:30:00,126.568367016,126.727422456,126.389429645,126.573337498,2916596
110,2021-05-04 15:45:00,126.568367016,127.015710443,126.4590164,126.588248946,4644429
111,2021-05-04 16:00:00,126.588248946,127.244352639,126.429193505,127.184706849,9997926
112,2021-05-04 16:15:00,127.095238163,127.144942989,126.866595967,126.916300792,3698282
113,2021-05-04 16:30:00,126.926241757,127.095238163,126.906359827,126.975946583,158331
114,2021-05-04 16:45:00,126.956064653,127.095238163,126.846714037,126.946123688,381897
115,2021-05-04 17:00:00,126.946123688,127.095238163,126.896418862,126.926241757,42942
116,2021-05-04 17:15:00,126.916300792,127.035592373,126.916300792,126.985887548,39091
117,2021-05-04 17:30:00,126.985887548,127.095238163,126.946123688,126.956064653,90505
118,2021-05-04 17:45:00,126.956064653,127.045533338,126.946123688,127.045533338,28181
119,2021-05-04 18:00:00,127.045533338,127.095238163,126.946123688,127.035592373,38797
120,2021-05-04 18:15:00,127.025651408,127.035592373,126.846714037,126.906359827,33479
121,2021-05-04 18:30:00,126.936182723,126.985887548,126.916300792,126.916300792,18137
122,2021-05-04 18:45:00,126.896418862,126.936182723,126.866595967,126.876536932,16677
123,2021-05-04 19:00:00,126.886477897,126.975946583,126.876536932,126.926241757,29460
124,2021-05-04 19:15:00,126.936182723,126.975946583,126.896418862,126.975946583,16399
125,2021-05-04 19:30:00,126.985887548,127.095238163,126.797009212,126.836773072,22566
126,2021-05-04 19:45:00,126.797009212,126.846714037,126.767186317,126.787068247,31816
127,2021-05-04 20:00:00,126.787068247,126.946123688,126.767186317,126.946123688,46834
128,2021-05-05 04:15:00,127.641991241,127.890515367,127.602227381,127.711577996,22348
129,2021-05-05 04:30:00,127.761282822,128.039629843,127.761282822,128.039629843,26471
130,2021-05-05 04:45:00,127.979984053,128.059511773,127.890515367,127.890515367,19788
131,2021-05-05 05:00:00,127.850751507,128.029688878,127.850751507,128.029688878,9434
132,2021-05-05 05:15:00,128.029688878,128.139039494,127.979984053,128.139039494,9916
133,2021-05-05 05:30:00,128.168862389,128.317976864,128.168862389,128.238449144,16157
134,2021-05-05 05:45:00,128.238449144,128.337858795,128.188744319,128.198685284,7030
135,2021-05-05 06:00:00,128.228508179,128.248390109,128.139039494,128.139039494,10296
136,2021-05-05 06:15:00,128.139039494,128.258331074,128.139039494,128.139039494,20416
137,2021-05-05 06:30:00,128.139039494,128.288153969,128.129098529,128.218567214,11142
138,2021-05-05 06:45:00,128.228508179,128.337858795,128.208626249,128.228508179,22359
139,2021-05-05 07:00:00,128.188744319,128.288153969,128.188744319,128.238449144,7459
140,2021-05-05 07:15:00,128.238449144,128.248390109,127.910397297,128.009806948,130481
141,2021-05-05 07:30:00,128.019747913,128.109216598,127.940220193,128.089334668,72109
142,2021-05-05 07:45:00,128.079393703,128.168862389,128.009806948,128.139039494,37326
143,2021-05-05 08:00:00,128.139039494,128.188744319,127.989925018,128.139039494,51921
144,2021-05-05 08:15:00,128.019747913,128.278213004,127.920338262,128.238449144,283188
145,2021-05-05 08:30:00,128.248390109,128.46709134,128.248390109,128.32791783,169368
146,2021-05-05 08:45:00,128.308035899,128.337759385,127.950161158,128.158921424,179366
147,2021-05-05 09:00:00,128.158921424,128.32791783,128.119157563,128.188744319,108492
148,2021-05-05 09:15:00,128.178803354,128.417386515,128.009806948,128.337858795,194919
149,2021-05-05 09:30:00,128.32791783,128.536678096,128.099275633,128.44720941,225058
150,2021-05-05 09:45:00,128.437268445,129.421423985,128.42732748,129.416453502,10255872
151,2021-05-05 10:00:00,129.41148302,129.679889076,128.864729942,128.964040183,6491338
152,2021-05-05 10:15:00,128.964139593,129.043667313,128.099275633,128.38756362,5902811
153,2021-05-05 10:30:00,128.38756362,128.685792571,128.178803354,128.627936155,3966783
154,2021-05-05 10:45:00,128.635888927,129.153017929,128.571471473,129.003903453,3860351
155,2021-05-05 11:00:00,129.003903453,129.103313103,128.815025117,128.988992005,2451974
156,2021-05-05 11:15:00,128.984021523,129.143076964,128.717603659,128.815720985,2364464
157,2021-05-05 11:30:00,128.815025117,129.023785383,128.705674501,128.944357072,1848462
158,2021-05-05 11:45:00,128.944257663,129.37171916,128.894552837,129.353228965,2244078
159,2021-05-05 12:00:00,129.361579375,129.43136495,129.162958894,129.380566619,1933108
160,2021-05-05 12:15:00,129.381660125,129.421324575,129.172899859,129.172899859,1860295
161,2021-05-05 12:30:00,129.171408714,129.3319553,129.023785383,129.093869187,1358217
162,2021-05-05 12:45:00,129.103313103,129.143176373,128.725556432,128.790172704,1770746
163,2021-05-05 13:00:00,128.785202222,128.954198628,128.647022808,128.685792571,1366523
164,2021-05-05 13:15:00,128.675851606,128.755379327,128.40744555,128.501884718,1636348
165,2021-05-05 13:30:00,128.496914235,128.646028711,128.397504585,128.617498141,1398252
166,2021-05-05 13:45:00,128.626047371,128.718100708,128.491943753,128.675851606,1450215
167,2021-05-05 14:00:00,128.675752197,128.824966082,128.48697327,128.543040313,1361191
168,2021-05-05 14:15:00,128.546619061,128.566500991,128.059511773,128.268371449,2311717
169,2021-05-05 14:30:00,128.268272039,128.308035899,127.940220193,128.144009976,1733662
170,2021-05-05 14:45:00,128.144009976,128.178803354,127.880574402,127.999865983,1688671
171,2021-05-05 15:00:00,128.004836465,128.238449144,127.979984053,128.039629843,1839140
172,2021-05-05 15:15:00,128.043606229,128.069353329,127.681755101,127.800847863,2205891
173,2021-05-05 15:30:00,127.791105717,127.815958129,127.214529744,127.32378095,3307777
174,2021-05-05 15:45:00,127.313939394,128.462120858,127.274175534,127.751341857,3454935
175,2021-05-05 16:00:00,127.761282822,127.820928612,127.244352639,127.393467115,5645465
176,2021-05-05 16:15:00,127.34376229,127.44317194,127.244352639,127.373585185,1759658
177,2021-05-05 16:30:00,127.373585185,127.393467115,127.294057464,127.333821325,43237
178,2021-05-05 16:45:00,127.333821325,127.373585185,127.294057464,127.323880359,394311
179,2021-05-05 17:00:00,127.323880359,127.34376229,127.184706849,127.204588779,396926
180,2021-05-05 17:15:00,127.194647814,127.214529744,127.055474303,127.095238163,32781
181,2021-05-05 17:30:00,127.095238163,127.214529744,127.095238163,127.214529744,35688
182,2021-05-05 17:45:00,127.194647814,127.34376229,127.174765884,127.194647814,22417
183,2021-05-05 18:00:00,127.224470709,127.294057464,127.164824919,127.284116499,21167
184,2021-05-05 18:15:00,127.264234569,127.34376229,127.174765884,127.204588779,23354
185,2021-05-05 18:30:00,127.234312264,127.244352639,127.164824919,127.244352639,12831
186,2021-05-05 18:45:00,127.244352639,127.294057464,127.154983363,127.174765884,12544
187,2021-05-05 19:00:00,127.224470709,127.234411674,127.184706849,127.214529744,6861
188,2021-05-05 19:15:00,127.174765884,127.284116499,127.144942989,127.244352639,48003
189,2021-05-05 19:30:00,127.234411674,127.244352639,127.135002024,127.214529744,23079
190,2021-05-05 19:45:00,127.214529744,127.234411674,127.135002024,127.135002024,18427
191,2021-05-05 20:00:00,127.154883954,127.244352639,127.154883954,127.224470709,50375
192,2021-05-06 04:15:00,127.4829358,127.840810542,127.4829358,127.830869577,4585
193,2021-05-06 04:30:00,127.840810542,127.840810542,127.711577996,127.801046682,6968
194,2021-05-06 04:45:00,127.791105717,127.791105717,127.701637031,127.701637031,5087
195,2021-05-06 05:00:00,127.582345451,127.612168346,127.492876765,127.552522556,1962
196,2021-05-06 05:15:00,127.632050276,127.751341857,127.592286416,127.592286416,3452
197,2021-05-06 05:30:00,127.542581591,127.592286416,127.294057464,127.46305387,10740
198,2021-05-06 05:45:00,127.46305387,127.46305387,127.224470709,127.244352639,6037
199,2021-05-06 06:00:00,127.264234569,127.44317194,127.264234569,127.40340808,6311
200,2021-05-06 06:15:00,127.44317194,127.542581591,127.44317194,127.512758695,2923
201,2021-05-06 06:30:00,127.472994835,127.592286416,127.453112905,127.592286416,5494
202,2021-05-06 06:45:00,127.582345451,127.681755101,127.582345451,127.681755101,1265
203,2021-05-06 07:00:00,127.542581591,127.542581591,127.274175534,127.373585185,7439
204,2021-05-06 07:15:00,127.4829358,127.582345451,127.204588779,127.46305387,64547
205,2021-05-06 07:30:00,127.4829358,127.50281773,127.333821325,127.44317194,22891
206,2021-05-06 07:45:00,127.453112905,127.472994835,127.313939394,127.313939394,15067
207,2021-05-06 08:00:00,127.313939394,127.453112905,127.313939394,127.353703255,13805
208,2021-05-06 08:15:00,127.393367705,127.552522556,127.194647814,127.294057464,152880
209,2021-05-06 08:30:00,127.303998429,127.323880359,127.025651408,127.184706849,77825
210,2021-05-06 08:45:00,127.184706849,127.264234569,126.946123688,127.244352639,84955
211,2021-05-06 09:00:00,127.194647814,127.333821325,127.105179128,127.154883954,78616
212,2021-05-06 09:15:00,127.154883954,127.254293604,127.005769478,127.125061058,122250
213,2021-05-06 09:30:00,127.135002024,127.244352639,126.995828513,127.144942989,108445
214,2021-05-06 09:45:00,127.135002024,127.453112905,126.37948868,127.214529744,6214451
215,2021-05-06 10:00:00,127.214529744,127.791105717,126.667776666,126.831802589,4899668
216,2021-05-06 10:15:00,126.831802589,127.085297198,126.568367016,126.99085803,3748947
217,2021-05-06 10:30:00,126.985887548,127.264234569,126.579302077,127.075356233,3352373
218,2021-05-06 10:45:00,127.075356233,127.711180358,127.015710443,127.38352615,3222462
219,2021-05-06 11:00:00,127.393467115,127.751341857,127.254293604,127.373585185,2749141
220,2021-05-06 11:15:00,127.378555667,127.492876765,126.866595967,126.906359827,2533051
221,2021-05-06 11:30:00,126.896418862,127.756312339,126.886477897,127.711677406,2778368
222,2021-05-06 11:45:00,127.721518961,128.298094934,127.602227381,128.233478662,3072229
223,2021-05-06 12:00:00,128.228508179,128.248390109,127.93524971,127.965072605,2906102
224,2021-05-06 12:15:00,127.970043088,128.158921424,127.392473018,127.85572199,2232423
225,2021-05-06 12:30:00,127.85572199,128.425339287,127.845781025,128.377622655,1970175
226,2021-05-06 12:45:00,128.373546859,128.46709134,128.178803354,128.223537696,2197023
227,2021-05-06 13:00:00,128.228508179,128.337858795,128.039629843,128.119555202,1651539
228,2021-05-06 13:15:00,128.119157563,128.248390109,127.860692472,127.910397297,1252743
229,2021-05-06 13:30:00,127.910397297,128.029688878,127.799456127,127.970043088,1330649
230,2021-05-06 13:45:00,127.970043088,128.218467804,127.901649248,128.029688878,1400148
231,2021-05-06 14:00:00,128.039629843,128.132478457,127.879679715,127.965072605,1120212
232,2021-05-06 14:15:00,127.960102123,128.218567214,127.741400892,128.018554997,2077704
233,2021-05-06 14:30:00,128.009806948,128.278213004,127.701637031,127.761282822,1812609
234,2021-05-06 14:45:00,127.756312339,127.830968987,127.567434003,127.671814136,1920456
235,2021-05-06 15:00:00,127.676784619,128.119157563,127.661873171,127.920238853,1858656
236,2021-05-06 15:15:00,127.920338262,128.397504585,127.840810542,128.372652172,1923212
237,2021-05-06 15:30:00,128.36768169,128.42732748,128.208626249,128.36758228,1888099
238,2021-05-06 15:45:00,128.36768169,128.634000143,128.218567214,128.516796165,2725796
239,2021-05-06 16:00:00,128.516796165,128.984021523,128.317976864,128.964139593,6500575
240,2021-05-06 16:15:00,128.974080558,129.013844418,128.815025117,128.844848012,1636189
241,2021-05-06 16:30:00,128.854788977,128.984021523,128.815025117,128.894552837,62054
242,2021-05-06 16:45:00,128.914434767,128.974080558,128.815025117,128.834907047,241348
243,2021-05-06 17:00:00,128.834907047,128.924375733,128.834907047,128.884611872,19860
244,2021-05-06 17:15:00,128.894552837,128.974080558,128.894552837,128.954198628,26782
245,2021-05-06 17:30:00,128.914434767,128.954198628,128.914434767,128.954198628,15187
246,2021-05-06 17:45:00,128.944257663,129.023785383,128.944257663,129.003903453,22393
247,2021-05-06 18:00:00,129.003903453,129.461187845,129.003903453,129.41148302,96068
248,2021-05-06 18:15:00,129.41148302,129.421423985,129.252427579,129.3319553,39448
249,2021-05-06 18:30:00,129.3319553,129.361778195,129.232545649,129.262368544,21052
250,2021-05-06 18:45:00,129.252427579,129.272309509,129.143076964,129.212663719,18702
251,2021-05-06 19:00:00,129.212663719,129.3319553,129.192781789,129.252427579,16775
252,2021-05-06 19:15:00,129.242486614,129.322014335,129.192781789,129.192781789,13788
253,2021-05-06 19:30:00,129.242486614,129.282151065,129.192781789,129.232545649,11788
254,2021-05-06 19:45:00,129.212663719,129.232545649,129.133135999,129.143076964,31768
255,2021-05-06 20:00:00,129.162958894,129.282250474,129.123195034,129.282250474,43238
256,2021-05-07 04:15:00,129.381189836,129.381189836,128.833512976,128.96296387,12805
257,2021-05-07 04:30:00,129.05258372,129.072499242,129.002794914,129.002794914,3247
258,2021-05-07 04:45:00,129.092414764,129.182034614,129.05258372,129.182034614,2625
259,2021-05-07 05:00:00,129.14220357,129.182034614,129.14220357,129.162119092,7905
260,2021-05-07 05:15:00,129.172076853,129.172076853,129.172076853,129.172076853,254
261,2021-05-07 05:30:00,129.191992375,129.33140103,129.191992375,129.321443269,3637
262,2021-05-07 05:45:00,129.33140103,129.33140103,129.321443269,129.321443269,1850
263,2021-05-07 06:00:00,129.351316552,129.351316552,129.211907897,129.211907897,2427
264,2021-05-07 06:15:00,129.351316552,129.381189836,129.341358791,129.381189836,3601
265,2021-05-07 06:30:00,129.450894163,129.450894163,129.311485508,129.311485508,4278
266,2021-05-07 06:45:00,129.33140103,129.500682969,129.33140103,129.500682969,4147
267,2021-05-07 07:00:00,129.440936402,129.450894163,129.411063119,129.411063119,8970
268,2021-05-07 07:15:00,129.440936402,129.520598491,129.361274314,129.361274314,44854
269,2021-05-07 07:30:00,129.381189836,129.460851924,129.351316552,129.42102088,17481
270,2021-05-07 07:45:00,129.42102088,129.500682969,129.391147597,129.500682969,16543
271,2021-05-07 08:00:00,129.480767447,129.480767447,129.361274314,129.411063119,34473
272,2021-05-07 08:15:00,129.500682969,129.530556252,129.261696703,129.381189836,148987
273,2021-05-07 08:30:00,129.361274314,129.51064073,129.361274314,129.490725208,50557
274,2021-05-07 08:45:00,129.500682969,131.43248862,129.381189836,131.34286877,836556
275,2021-05-07 09:00:00,131.34286877,131.442446381,130.596036689,130.735445344,433731
276,2021-05-07 09:15:00,130.6956143,131.044135938,130.446670272,130.874853999,317007
277,2021-05-07 09:30:00,130.874853999,130.934600566,130.267430573,130.287346095,256139
278,2021-05-07 09:45:00,130.297303856,130.436712511,128.928111706,129.122288047,7397302
279,2021-05-07 10:00:00,129.162119092,129.689880429,129.132345386,129.590302819,4498484
280,2021-05-07 10:15:00,129.590302819,130.088190873,129.430978641,129.898993412,4372763
281,2021-05-07 10:30:00,129.898993412,130.416796989,129.859162368,130.039696577,3991344
282,2021-05-07 10:45:00,130.043380948,130.317219378,129.988613262,130.07663987,2730124
283,2021-05-07 11:00:00,130.078233112,130.197726245,129.78945804,130.008528784,4059255
284,2021-05-07 11:15:00,130.008528784,130.355258025,129.918908935,130.297303856,2573065
285,2021-05-07 11:30:00,130.302282736,130.576121166,130.157895201,130.511993185,2932865
286,2021-05-07 11:45:00,130.5163746,130.703779664,130.357050422,130.665741016,2096290
287,2021-05-07 12:00:00,130.674304691,130.675698777,130.386923706,130.566163405,1878272
288,2021-05-07 12:15:00,130.566262983,130.596036689,130.212662887,130.247614628,2065696
289,2021-05-07 12:30:00,130.24751505,130.416796989,130.118064156,130.172035221,1370754
290,2021-05-07 12:45:00,130.167852962,130.197726245,129.829289085,129.978655501,1817935
291,2021-05-07 13:00:00,129.978655501,130.14793744,129.89909299,130.039895732,1421864
292,2021-05-07 13:15:00,130.043380948,130.068275351,129.689880429,129.849204607,1628392
293,2021-05-07 13:30:00,129.849204607,129.87907789,129.580444635,129.60026058,1959129
294,2021-05-07 13:45:00,129.60026058,129.809373563,129.560429535,129.664986027,1320874
295,2021-05-07 14:00:00,129.660007146,129.779500279,129.450894163,129.460851924,1405266
296,2021-05-07 14:15:00,129.450894163,129.660007146,129.301527747,129.555450655,1944614
297,2021-05-07 14:30:00,129.560429535,130.466585794,129.490725208,129.699838191,1440266
298,2021-05-07 14:45:00,129.699838191,129.710492995,129.351316552,129.430978641,1252137
299,2021-05-07 15:00:00,129.430978641,129.819331324,129.371232075,129.759485179,1563354
300,2021-05-07 15:15:00,129.749626996,129.928866696,129.669964907,129.859162368,1554036
301,2021-05-07 15:30:00,129.861452653,130.048359829,129.809373563,129.913930054,1815925
302,2021-05-07 15:45:00,129.918908935,130.018486545,129.689880429,129.719753713,2027008
303,2021-05-07 16:00:00,129.719753713,129.998571023,129.620176102,129.660007146,4587113
304,2021-05-07 16:15:00,129.660007146,129.729711474,129.550471774,129.719753713,2166526
305,2021-05-07 16:30:00,129.709795952,129.709795952,129.660007146,129.679922668,27745
306,2021-05-07 16:45:00,129.679922668,129.819331324,129.679922668,129.78945804,276021
307,2021-05-07 17:00:00,129.769542518,129.849204607,129.679922668,129.769542518,1253272
308,2021-05-07 17:15:00,129.729711474,129.749626996,129.650049385,129.660007146,18115
309,2021-05-07 17:30:00,129.650049385,129.689880429,129.650049385,129.689880429,11477
310,2021-05-07 17:45:00,129.719753713,129.719753713,129.650049385,129.699738613,10335
311,2021-05-07 18:00:00,129.699838191,129.699838191,129.660106724,129.679922668,6328
312,2021-05-07 18:15:00,129.660007146,129.699838191,129.660007146,129.679922668,2849
313,2021-05-07 18:30:00,129.669964907,129.679922668,129.669964907,129.669964907,2341
314,2021-05-07 18:45:00,129.669964907,129.749626996,129.650049385,129.719753713,5574
315,2021-05-07 19:00:00,129.699838191,129.749626996,129.669964907,129.689880429,7533
316,2021-05-07 19:15:00,129.669964907,129.699838191,129.650049385,129.699838191,10236
317,2021-05-07 19:30:00,129.689880429,129.699838191,129.679922668,129.699838191,1237
318,2021-05-07 19:45:00,129.679922668,129.749626996,129.650049385,129.749626996,8481
319,2021-05-07 20:00:00,129.739669235,129.938824457,129.729711474,129.938824457,43057
320,2021-05-10 04:15:00,129.430978641,129.630133863,129.251738942,129.301527747,15531
321,2021-05-10 04:30:00,129.341358791,129.580345057,129.301527747,129.440936402,4203
322,2021-05-10 04:45:00,129.42102088,129.42102088,129.33140103,129.33140103,3163
323,2021-05-10 05:00:00,129.311485508,129.311485508,129.152161331,129.152161331,3293
324,2021-05-10 05:15:00,129.05258372,129.182034614,129.05258372,129.182034614,834
325,2021-05-10 05:30:00,129.201950136,129.251738942,129.152161331,129.24178118,3051
326,2021-05-10 05:45:00,129.152161331,129.152161331,129.14220357,129.14220357,1816
327,2021-05-10 06:00:00,129.152161331,129.351316552,129.152161331,129.351316552,3752
328,2021-05-10 06:15:00,129.301527747,129.540514013,129.301527747,129.540514013,4789
