Datetime,Open,High,Low,Close,Volume
2022-04-26 09:15:00+05:30,2230.10009765625,2239.0,2224.0,2226.85009765625,122963
2022-04-26 09:30:00+05:30,2227.949951171875,2234.800048828125,2226.5,2229.550048828125,105593
2022-04-26 09:45:00+05:30,2230.0,2234.0,2229.60009765625,2230.35009765625,65118
2022-04-26 10:00:00+05:30,2230.949951171875,2238.0,2230.10009765625,2231.64990234375,80565
2022-04-26 10:15:00+05:30,2231.60009765625,2233.0,2223.35009765625,2224.64990234375,122533
2022-04-26 10:30:00+05:30,2224.64990234375,2229.5,2217.800048828125,2224.39990234375,106416
2022-04-26 10:45:00+05:30,2224.39990234375,2229.10009765625,2220.300048828125,2222.75,73710
2022-04-26 11:00:00+05:30,2222.800048828125,2225.0,2220.39990234375,2221.0,48312
2022-04-26 11:15:00+05:30,2221.75,2227.0,2220.199951171875,2224.10009765625,53770
2022-04-26 11:30:00+05:30,2224.10009765625,2226.449951171875,2222.85009765625,2225.0,50697
2022-04-26 11:45:00+05:30,2225.10009765625,2228.35009765625,2223.64990234375,2227.5,83075
2022-04-26 12:00:00+05:30,2227.75,2228.39990234375,2220.60009765625,2221.0,62863
2022-04-26 12:15:00+05:30,2221.0,2225.800048828125,2220.300048828125,2223.85009765625,50596
2022-04-26 12:30:00+05:30,2224.64990234375,2226.0,2223.199951171875,2223.800048828125,53871
2022-04-26 12:45:00+05:30,2224.449951171875,2224.449951171875,2210.5,2212.199951171875,125224
2022-04-26 13:00:00+05:30,2212.0,2214.75,2205.0,2208.89990234375,86838
2022-04-26 13:15:00+05:30,2209.10009765625,2217.5,2208.14990234375,2217.199951171875,68522
2022-04-26 13:30:00+05:30,2217.14990234375,2221.85009765625,2214.39990234375,2219.800048828125,66098
2022-04-26 13:45:00+05:30,2220.14990234375,2223.949951171875,2219.199951171875,2220.300048828125,49853
2022-04-26 14:00:00+05:30,2220.300048828125,2221.89990234375,2215.10009765625,2220.0,67037
2022-04-26 14:15:00+05:30,2221.10009765625,2224.89990234375,2220.0,2221.60009765625,73932
2022-04-26 14:30:00+05:30,2221.550048828125,2223.89990234375,2215.14990234375,2220.5,73076
2022-04-26 14:45:00+05:30,2220.800048828125,2222.14990234375,2214.35009765625,2216.14990234375,63331
2022-04-26 15:00:00+05:30,2216.89990234375,2234.0,2216.89990234375,2234.0,299614
2022-04-26 15:15:00+05:30,2233.949951171875,2235.449951171875,2225.0,2225.0,280562
2022-04-27 15:30:00+05:30,2218.699951171875,2218.699951171875,2218.699951171875,2218.699951171875,0
