Datetime,Open,High,Low,Close,Volume,trading_code
2022-01-28 09:15:00+05:30,2515,2516.449951,2489.050049,2503,289810,HDFC
2022-01-28 09:30:00+05:30,2503,2531.800049,2502.399902,2530,212974,HDFC
2022-01-28 09:45:00+05:30,2529.550049,2550,2525,2541.100098,172531,HDFC
2022-01-28 10:00:00+05:30,2542,2547.449951,2537,2537.199951,224969,HDFC
2022-01-28 10:15:00+05:30,2538.149902,2545,2535,2543.149902,77198,HDFC
2022-01-28 10:30:00+05:30,2543.300049,2548.600098,2534.350098,2534.350098,277734,HDFC
2022-01-28 10:45:00+05:30,2534.649902,2553,2532.600098,2550.949951,117743,HDFC
2022-01-28 11:00:00+05:30,2550.899902,2553.600098,2545.699951,2547.699951,169863,HDFC
2022-01-28 11:15:00+05:30,2547.300049,2549,2538.399902,2539.550049,132487,HDFC
2022-01-28 11:30:00+05:30,2539.550049,2543.350098,2539.550049,2541.149902,97386,HDFC
2022-01-28 11:45:00+05:30,2541.149902,2547,2539.800049,2545,96992,HDFC
2022-01-28 12:00:00+05:30,2545,2549.149902,2543.050049,2544.600098,110523,HDFC
2022-01-28 12:15:00+05:30,2544.550049,2550,2544.550049,2545.550049,104420,HDFC
2022-01-28 12:30:00+05:30,2545,2548,2543.399902,2544.899902,79459,HDFC
2022-01-28 12:45:00+05:30,2544.899902,2552.149902,2544.699951,2551,362141,HDFC
2022-01-28 13:00:00+05:30,2551.350098,2552,2545.5,2549.699951,72073,HDFC
2022-01-28 13:15:00+05:30,2549.75,2552,2546.199951,2551.5,81830,HDFC
2022-01-28 13:30:00+05:30,2551.5,2556.449951,2544.75,2546.649902,119265,HDFC
2022-01-28 13:45:00+05:30,2546.949951,2547.949951,2542,2543.25,225503,HDFC
2022-01-28 14:00:00+05:30,2543.699951,2544.350098,2531.100098,2537.899902,315597,HDFC
2022-01-28 14:15:00+05:30,2537,2540,2525,2527.5,284408,HDFC
2022-01-28 14:30:00+05:30,2526.5,2534,2525,2532.5,136698,HDFC
2022-01-28 14:45:00+05:30,2532.5,2535.199951,2527.800049,2530.600098,119375,HDFC
2022-01-28 15:00:00+05:30,2530.600098,2534.050049,2509.949951,2511.850098,326532,HDFC
2022-01-28 15:15:00+05:30,2511.850098,2519.600098,2510.25,2516.5,328761,HDFC
2022-01-31 09:15:00+05:30,2542.050049,2546.199951,2516,2522.5,88286,HDFC
2022-01-31 09:30:00+05:30,2522.5,2535.5,2521.550049,2532.449951,121723,HDFC
2022-01-31 09:45:00+05:30,2532.149902,2533.300049,2520.050049,2525.800049,119750,HDFC
2022-01-31 10:00:00+05:30,2525.100098,2533,2516.699951,2527.100098,93925,HDFC
2022-01-31 10:15:00+05:30,2527.949951,2533,2526.100098,2532.100098,51833,HDFC
2022-01-31 10:30:00+05:30,2532,2533.850098,2525,2528,58202,HDFC
2022-01-31 10:45:00+05:30,2528.050049,2529.949951,2520.850098,2525.949951,60315,HDFC
2022-01-31 11:00:00+05:30,2525.949951,2532.350098,2522.850098,2528.100098,52494,HDFC
2022-01-31 11:15:00+05:30,2528.449951,2532.050049,2526.25,2527,49184,HDFC
2022-01-31 11:30:00+05:30,2526.949951,2529.800049,2524.300049,2528.600098,46031,HDFC
2022-01-31 11:45:00+05:30,2529,2538.050049,2528,2535.5,52123,HDFC
