Datetime,Open,High,Low,Close,Volume,trading_code
2022-01-28 09:15:00+05:30,2365,2372.300049,2355.5,2357.5,255576,RELIANCE
2022-01-28 09:30:00+05:30,2357.5,2363.899902,2350,2358.600098,338141,RELIANCE
2022-01-28 09:45:00+05:30,2358.399902,2365.800049,2355,2360.949951,257218,RELIANCE
2022-01-28 10:00:00+05:30,2360.350098,2361.699951,2350.050049,2352,212922,RELIANCE
2022-01-28 10:15:00+05:30,2352.850098,2354.149902,2342.399902,2352.199951,263049,RELIANCE
2022-01-28 10:30:00+05:30,2352.149902,2354,2345,2349.600098,180967,RELIANCE
2022-01-28 10:45:00+05:30,2349.550049,2353,2349,2351.550049,135699,RELIANCE
2022-01-28 11:00:00+05:30,2351.75,2353,2347,2348.300049,115861,RELIANCE
2022-01-28 11:15:00+05:30,2348.300049,2350.649902,2347,2348.800049,92927,RELIANCE
2022-01-28 11:30:00+05:30,2348.600098,2349.399902,2342,2344.949951,198866,RELIANCE
2022-01-28 11:45:00+05:30,2344.949951,2345,2343,2344.050049,154034,RELIANCE
2022-01-28 12:00:00+05:30,2344.050049,2350,2342.050049,2350,152626,RELIANCE
2022-01-28 12:15:00+05:30,2350,2359.600098,2348.649902,2359.350098,211034,RELIANCE
2022-01-28 12:30:00+05:30,2359.350098,2359.899902,2353.550049,2356.899902,168950,RELIANCE
2022-01-28 12:45:00+05:30,2356.649902,2364,2355.199951,2362.350098,190212,RELIANCE
2022-01-28 13:00:00+05:30,2362.5,2362.899902,2356.850098,2361.449951,150094,RELIANCE
2022-01-28 13:15:00+05:30,2361.600098,2361.75,2355.050049,2357,121431,RELIANCE
2022-01-28 13:30:00+05:30,2357,2357.449951,2346.149902,2349.600098,184672,RELIANCE
2022-01-28 13:45:00+05:30,2349.600098,2351.350098,2340,2347.100098,313018,RELIANCE
2022-01-28 14:00:00+05:30,2347.100098,2347.5,2330.100098,2336.949951,352268,RELIANCE
2022-01-28 14:15:00+05:30,2336.899902,2344.25,2328.449951,2339.300049,357638,RELIANCE
2022-01-28 14:30:00+05:30,2336.899902,2343.5,2336.899902,2340.149902,248440,RELIANCE
2022-01-28 14:45:00+05:30,2340.149902,2343.649902,2338.5,2339.800049,262616,RELIANCE
2022-01-28 15:00:00+05:30,2341.25,2344.399902,2331.100098,2334.449951,681616,RELIANCE
2022-01-28 15:15:00+05:30,2334.449951,2339,2332.75,2336,704477,RELIANCE
2022-01-31 09:15:00+05:30,2362,2374.149902,2357.149902,2371.449951,262331,RELIANCE
2022-01-31 09:30:00+05:30,2371.75,2377.600098,2366.100098,2374.75,245940,RELIANCE
2022-01-31 09:45:00+05:30,2374.75,2381.300049,2373.550049,2375,216326,RELIANCE
2022-01-31 10:00:00+05:30,2375,2384.949951,2367.25,2382.899902,260556,RELIANCE
2022-01-31 10:15:00+05:30,2382.899902,2396.850098,2382.899902,2396.850098,438929,RELIANCE
2022-01-31 10:30:00+05:30,2396.600098,2397,2382.300049,2383.5,234051,RELIANCE
2022-01-31 10:45:00+05:30,2383.25,2389,2378.100098,2386.25,147748,RELIANCE
2022-01-31 11:00:00+05:30,2386,2388.449951,2382,2387,67532,RELIANCE
2022-01-31 11:15:00+05:30,2387,2391.149902,2384.699951,2390,79766,RELIANCE
2022-01-31 11:30:00+05:30,2389.5,2395,2388.850098,2394.75,107247,RELIANCE
2022-01-31 11:45:00+05:30,2394.899902,2396.649902,2390.149902,2396,148191,RELIANCE
2022-01-31 12:00:00+05:30,2396,2404.800049,2395.899902,2402,247243,RELIANCE
2022-01-31 12:15:00+05:30,2402.199951,2406.399902,2400,2404,190163,RELIANCE
2022-01-31 12:30:00+05:30,2403.600098,2403.949951,2400,2400.800049,144469,RELIANCE
2022-01-31 12:45:00+05:30,2400.800049,2405.5,2400.800049,2405,115845,RELIANCE
2022-01-31 13:00:00+05:30,2405,2405.850098,2398.050049,2403.449951,156915,RELIANCE
2022-01-31 13:15:00+05:30,2403.399902,2404.800049,2394.100098,2395,146877,RELIANCE
2022-01-31 13:30:00+05:30,2395,2398.75,2390.050049,2396.300049,274580,RELIANCE
2022-01-31 13:45:00+05:30,2397,2398.050049,2390,2390.149902,151198,RELIANCE
2022-01-31 14:00:00+05:30,2390.800049,2404,2389.350098,2402,156862,RELIANCE
2022-01-31 14:15:00+05:30,2402,2403.300049,2397.75,2400,168436,RELIANCE
2022-01-31 14:30:00+05:30,2400.050049,2403.449951,2395.149902,2398.649902,178740,RELIANCE
2022-01-31 14:45:00+05:30,2398.649902,2401,2396,2397.399902,153893,RELIANCE
2022-01-31 15:00:00+05:30,2397.399902,2397.399902,2384,2385.5,527048,RELIANCE
2022-01-31 15:15:00+05:30,2385.100098,2387.449951,2377.949951,2386.600098,452023,RELIANCE
2022-02-01 09:15:00+05:30,2405.25,2407.600098,2392,2397.899902,167183,RELIANCE
2022-02-01 09:30:00+05:30,2397.699951,2402.5,2393.050049,2399,144043,RELIANCE
2022-02-01 09:45:00+05:30,2399,2406,2398.199951,2405.399902,128496,RELIANCE
2022-02-01 10:00:00+05:30,2405.550049,2416.550049,2404.550049,2412.899902,246584,RELIANCE
2022-02-01 10:15:00+05:30,2412.949951,2416.850098,2409.850098,2412.850098,128529,RELIANCE
2022-02-01 10:30:00+05:30,2412.949951,2412.949951,2403.399902,2407.300049,133426,RELIANCE
2022-02-01 10:45:00+05:30,2407.949951,2413.850098,2405,2413.800049,147419,RELIANCE
2022-02-01 11:00:00+05:30,2412.899902,2420.600098,2411,2417.350098,296004,RELIANCE
2022-02-01 11:15:00+05:30,2417.350098,2418.5,2410.199951,2414.75,240407,RELIANCE
2022-02-01 11:30:00+05:30,2414.100098,2414.149902,2398.100098,2412,247465,RELIANCE
2022-02-01 11:45:00+05:30,2411.550049,2415,2405.699951,2410.25,168256,RELIANCE
2022-02-01 12:00:00+05:30,2411.699951,2418,2409.699951,2413.649902,159148,RELIANCE
2022-02-01 12:15:00+05:30,2413.350098,2417,2410,2417,187014,RELIANCE
