stock_symbol,train_RMSE,test_rmse,train_mape,test_mape
AAPL,0.2688276773213293,0.3543984870612804,0.15600303432720314,0.17744444178143323
MSFT,0.1903784529347349,0.39488791519779115,0.042007451920228964,0.07498968877814344
AMZN,11.049012359535146,20.05858944706778,0.22107436516746182,0.42050138909659596
TSLA,3.6980312107752056,4.746496810699189,0.3039435644226573,0.37700108191526543
GOOGL,7.866681860588329,13.380547863981853,0.19977157664476425,0.34379968016344425
NVDA,0.1656698244467995,0.19846533366646998,0.04946676975945903,0.05367204668850377
BRK-B,0.5122898750252391,0.8204056910396468,0.12377997901250953,0.18390048762019223
FB,0.31888091161977794,3.190429770873243,0.044308528796440996,1.0280868514358315
