stock_symbol,RMSE
AAPL,0.18821728022758713
MSFT,0.808076288757774
AMZN,191.6278639328571
TSLA,23.341407791827645
GOOGL,109.76366597295934
NVDA,1.5066858759551083
BRK-B,0.5605940325260541
FB,1.5531636959601278
