stock_symbol,train_RMSE,test_rmse,train_mape,test_mape
AAPL,0.13764531762559212,0.155463506524379,0.0008372713936868481,0.0007261107627475554
MSFT,0.12899457409313203,0.25573047835939594,0.0003144706128862167,0.0005311171822024589
AMZN,11.757056698134818,34.881636428520395,0.0023940066327128562,0.004603446497280198
TSLA,4.505269378669009,5.941130761826645,0.003084521213861835,0.004332552709059948
GOOGL,8.359708053998366,20.2008259774425,0.0021323917382486015,0.0039715748934049415
NVDA,0.1807344173152184,0.22137150212819792,0.0007293887890415813,0.0007900320849355723
BRK-B,0.3150248380015407,0.37388902412747405,0.0010828843323282909,0.0010692062482234763
FB,0.8455086324781586,2.060592759082728,0.0019904535491424387,0.007757414583327845
