stock_symbol,train_RMSE,test_rmse,train_mape,test_mape
AAPL,0.1896606098531737,0.2814219063276681,0.07413584162063157,0.10954753478253812
MSFT,0.43442284042321383,0.7633887625843149,0.09733885627809911,0.1667565447992598
AMZN,5.3835528503319185,10.503681887427422,0.09741427676790743,0.18189294177372592
TSLA,3.2055359253870725,3.8598003690575076,0.3257081201186235,0.3353989963728582
GOOGL,6.745878189606608,9.737104451901567,0.2011060378676457,0.26675702071187796
NVDA,0.782500169483374,1.0515257942156435,0.18069658567199484,0.2925159792619428
BRK-B,0.3910688352850243,0.6310532806573627,0.09006834340168927,0.13601671149030373
FB,1.2086151406071544,1.3477084817680174,0.31825291630906316,0.3771488086698177
